"Project","Text","SDG","Target"
"168634","fm systems capacity performance implementation proposed mitigating measures agreed actions strengthen systems reflected program action plan pap adequate provide reasonable assurance program funds intended purposes due attention principles economy efficiency effectiveness transparency accountability","SDG 11","SDG 11.2"
"168634","fmiss levels federation follow guidelines established federal government stated federal decree provide minimum quality control requirements fmiss accountability transparency preparation financial reports statements","SDG 16","SDG 16.6"
"168634","focus plans identifying investments initiatives related productive activities generate employment income support covid recovery","SDG 8","SDG 8.5"
"168634","actions agreed mitigate fiduciary risks sepls information system sigmapp fmis called siaf tracking programrelated budget lines execution respective eligible expenditures world bank request sefa direct access siaf provided world banks financial management specialist financial management specialist appointed pmu coordinate fm aspects program including relationship executing agencies preparation monitoring fm reports required bank addition policy makers expressing commitment program strategic relevance monitoring task team highlevel frequent interactions including interviews staff review questionnaires responded municipalities","SDG 11","SDG 11.2"
"168634","definitions applied intelligent platform set tools computer interface description management monitoring capabilities","SDG 9","SDG 9.5"
"168634","disbursements scalable disbursement ucms page parana public sector modernization innovation service delivery established ii ucm established","SDG 9","SDG 9.5"
"168634","lessons recommendations applied page parana public sector modernization innovation service delivery preparation current operation team ensure common understanding stakeholders resultsbased instrument practice concept preparation stage activities government identified added world bank support quality control included ta component dlis realistic achievable control implementing agencies aspirational level outcomes selection fewer sectors fewer ta activities facilitate proactive handson project supervision support institutional reform activities results anchored supportive government policies outlined government program","SDG 9","SDG 9.5"
"168634","paragraphs describe monetized benefits assessed results program","SDG 15","SDG 15.8"
"168634","reports included semiannual ifrs prepared brazilian reais dollars submitted world bank ninety days semester covering project components ifr sources funds component category period date date programproject date budgeted amounts versus actual expenditures documented expenditures including variance analysis ifr achievement dlis ifr designated account bank reconciliation ifr disbursement forecast expenditures","SDG 13","SDG 13.a"
"168634","tables provide summary procurement fm risks mitigation measures","SDG 13","SDG 13.a"
"168634","frequency presentation eligible expenditures paid designated account months","SDG 15","SDG 15.8"
"168634","fulfillment normative framework condition municipalities receive financial incentives reorganize level care situated primary health care phc services provide mediumcomplexity care","SDG 1","SDG 1.b"
"168634","functional classification derived national guidelines issued federal government portaria issued april composed primary functions subfunctions","SDG 13","SDG 13.2"
"168634","conclusion adequacy budgets pforr operation developed albeit complex budget processes sophisticated planning budgeting page parana public sector modernization innovation service delivery expenditure control compliance monitoring audit reporting tools","SDG 15","SDG 15.9"
"168634","conditions require borrower retain records contracts invoices bills receipts documents evidencing eligible expenditures enable world banks representative examine records","SDG 17","SDG 17.8"
"168634","global evidence suggests recovery disadvantaged tavares bettis","SDG 10","SDG 10.5"
"168634","government aware social safeguard considerations unauthorized individuals squatting property land","SDG 15","SDG 15.3"
"168634","government brazil gob responded covid health crisis countercyclical fiscal response","SDG 3","SDG 3.c"
"168943","cofinancing channeled parallel basis contract assigned source funding procurement plan refer table","SDG 13","SDG 13.a"
"168943","cofinancing channeled parallel basis contract assigned source funding procurement plan","SDG 13","SDG 13.a"
